Plz,Ort,Longitude,Latitude
6939,Mugena,46.05,8.88333
6838,Muggio,45.9,9.05
6986,Novaggio,46.0167,8.86667
6883,Novazzano,45.8333,8.96667
6718,Olivone,46.5333,8.95
6763,Osco,46.4833,8.78333
6703,Osogna,46.3167,8.98333
6657,Palagnedra,46.15,8.63333
6695,Peccia,46.4,8.65
6832,Pedrinate,45.8333,9.01667
6744,Personico,46.3667,8.9
6582,Pianezzo,46.1667,9.03333
6579,Piazzogna,46.1333,8.81667
6776,Piotta,46.5167,8.68333
6724,Ponto Valentino,46.4833,8.93333
6613,Porto Ronco,46.1333,8.73333
6963,Pregassona,46.0333,8.96667
6526,Prosito,46.2833,8.98333
6723,Prugiasco,46.4667,8.91667
6984,Pura,45.9667,8.86667
6572,Quartino,46.15,8.88333
6777,Quinto,46.5167,8.71667
6674,Riveo,46.2833,8.63333
6599,Robasacco,46.1333,8.91667
6622,Ronco sopra Ascona,46.15,8.73333
6760,Rossura,46.4667,8.83333
6821,Rovio,45.9167,8.98333
6514,Sementina,46.1833,8.98333
6997,Sessa,46,8.81667
6806,Sigirino,46.0833,8.91667
6951,Signôra,46.1,9.05
6749,Sobrio,46.4,8.91667
6600,Solduno,46.1667,8.78333
6674,Someo,46.2833,8.66667
6637,Sonogno,46.35,8.78333
6968,Sonvico,46.0667,8.98333
6924,Sorengo,46,8.93333
6663,Spruga,46.2,8.56667
6855,Stabio,45.85,8.93333
6807,Taverne,46.0667,8.93333
6652,Tegna,46.1833,8.73333
6598,Tenero,46.1833,8.85
6950,Tesserete,46.0667,8.96667
6717,Torre,46.4833,8.95
6833,Vacallo,45.85,9.03333
6575,Vairano,46.1333,8.81667
6655,Verdasio,46.1667,8.63333
6664,Vergeletto,46.2167,8.61667
6653,Verscio,46.1833,8.73333
6962,Viganello,46.0167,8.98333
6474,Amsteg,46.7667,8.66667
6490,Andermatt,46.6333,8.6
6468,Attinghausen,46.8667,8.61667
6466,Bauen,46.9333,8.58333
6475,Bristen,46.7667,8.68333
6472,Erstfeld,46.8167,8.63333
6487,Göschenen,46.6667,8.58333
6482,Gurtnellen,46.75,8.63333
6493,Hospental,46.6167,8.56667
6476,Intschi,46.7667,8.66667
6461,Isenthal,46.9167,8.55
6491,Realp,46.6,8.5
6441,Rütli,46.9667,8.58333
6467,Schattdorf,46.8667,8.65
6377,Seelisberg,46.9667,8.58333
6473,Silenen,46.7833,8.66667
6452,Sisikon,46.95,8.61667
6464,Spiringen,46.8833,8.73333
6465,Unterschächen,46.8667,8.76667
8751,Urnerboden,46.8833,8.9
1352,Agiez,46.7167,6.51667
1860,Aigle,46.3167,6.96667
1165,Allaman,46.4667,6.4
1143,Apples,46.55,6.43333
1884,Arveyes,46.2833,7.06667
1273,Arzier,46.4667,6.2
1042,Assens,46.6167,6.61667
1170,Aubonne,46.45,6.38333
1580,Avenches,46.8833,7.05
1338,Ballaigues,46.7333,6.41667
1144,Ballens,46.55,6.36667
1446,Baulmes,46.7833,6.53333
1372,Bavois,46.6833,6.56667
1268,Begnins,46.4333,6.25
1092,Belmont-sur-Lausanne,46.5333,6.7
1038,Bercher,46.7,6.71667
1880,Bex,46.25,7.01667
1145,Bière,46.55,6.33333
1042,Bioley-Orjulaz,46.6167,6.61667
1807,Blonay,46.4667,6.9
1279,Bogis-Bossey,46.35,6.16667
1427,Bonvillars,46.85,6.66667
1277,Borex,46.3833,6.18333
1041,Bottens,46.6167,6.65
1683,Brenles,46.6833,6.86667
1453,Bullet,46.8167,6.56667
1195,Bursinel,46.4333,6.3
1183,Bursins,46.45,6.28333
1261,Burtigny,46.4667,6.25
1824,Caux,46.4333,6.93333
1589,Chabrey,46.9333,6.98333
1424,Champagne,46.8333,6.65
1443,Champvent,46.7833,6.56667
1803,Chardonne,46.4833,6.81667
1660,Château-d'Oex,46.4667,7.13333
1464,Chavannes-le-Chêne,46.7833,6.78333
1373,Chavornay,46.7167,6.56667
1464,Chêne-Pâquier,46.7667,6.76667
1885,Chesières,46.3,7.05
1545,Chevroux,46.8833,6.9
1071,Chexbres,46.4833,6.78333
1536,Combremont-le-Petit,46.75,6.83333
1426,Concise,46.85,6.71667
1296,Coppet,46.2833,7.33333
1856,Corbeyrier,46.35,6.96667
1304,Cossonay-Ville,46.6167,6.51667
1263,Crassier,46.3667,6.16667
1023,Crissier,46.55,6.58333
1588,Cudrefin,46.95,7.01667
1096,Cully,46.4833,6.73333
1306,Daillens,46.6167,6.55
1304,Dizy,46.6333,6.48333
1582,Donatyre,46.8833,7.06667
1407,Donneloye,46.75,6.71667
1040,Echallens,46.6333,6.63333
1066,Epalinges,46.55,6.66667
1417,Epautheyres,46.7333,6.63333
1186,Essertines-sur-Rolle,46.5,6.31667
1262,Eysins,46.3833,6.2
1595,Faoug,46.9,7.08333
1420,Fiez,46.8333,6.61667
1297,Founex,46.3333,6.2
1055,Froideville,46.6,6.68333
1272,Genolier,46.4333,6.2
1182,Gilly,46.45,6.3
1188,Gimel,46.5167,6.3
1276,Gingins,46.4,6.18333
1271,Givrins,46.4167,6.2
1196,Gland,46.4333,6.26667
1823,Glion,46.4167,6.93333
1124,Gollion,46.5833,6.51667
1376,Goumoens-la-Ville,46.65,6.6
1117,Grancy,46.6,6.46667
1543,Grandcour,46.8833,6.93333
1422,Grandson,46.8167,6.63333
1882,Gryon,46.2667,7.1
1884,Huémoz,46.2833,7.01667
1806,La Chiésaz,46.4667,6.88333
1862,La Comballaz,46.3833,7.06667
1265,La Cure,46.4667,6.08333
1660,La Lécherette,46.4333,7.11667
1315,La Sarraz,46.6667,6.51667
1658,La Tine,46.4667,7.05
1814,La Tour-de-Peilz,46.45,6.86667
1344,L'Abbaye,46.65,6.31667
1000,Lausanne,46.5333,6.66667
1001,Lausanne,46.5333,6.66667
1002,Lausanne,46.5333,6.66667
1003,Lausanne,46.5333,6.66667
1004,Lausanne,46.5333,6.66667
1005,Lausanne,46.5333,6.66667
1006,Lausanne,46.5333,6.66667
1007,Lausanne,46.5333,6.66667
1010,Lausanne,46.5333,6.66667
1011,Lausanne,46.5333,6.66667
1012,Lausanne,46.5333,6.66667
1015,Lausanne,46.5333,6.66667
1018,Lausanne,46.5333,6.66667
1892,Lavey-les-Bains,46.2,7.03333
1892,Lavey-Village,46.2167,7.03333
1348,Le Brassus,46.5833,6.21667
1052,Le Mont-sur-Lausanne,46.55,6.63333
1342,Le Pont,46.6667,6.31667
1347,Le Sentier,46.6167,6.23333
1863,Le Sépey,46.3667,7.05
1261,Le Vaud,46.4833,6.23333
1833,Les Avants,46.45,6.95
1343,Les Charbonnières,46.6667,6.31667
1865,Les Diablerets,46.3167,7.2
1862,Les Mosses,46.4,7.11667
1660,Les Moulins,46.4667,7.11667
1888,Les Plans-sur-Bex,46.2667,7.1
1607,Les Thioleyres,46.5333,6.78333
1854,Leysin,46.35,7.01667
1148,L'Isle,46.6167,6.41667
1261,Longirod,46.4833,6.25
1522,Lucens,46.7167,6.83333
1095,Lutry,46.5167,6.7
1613,Maracon,46.55,6.86667
1261,Marchissy,46.4833,6.23333
1453,Mauborget,46.8667,6.61667
1354,Montcherand,46.7333,6.51667
1820,Montreux,46.4333,6.91667
1147,Montricher,46.6,6.38333
1185,Mont-sur-Rolle,46.4667,6.33333
1892,Morcles,46.2167,7.03333
1110,Morges,46.5167,6.5
1510,Moudon,46.6667,6.8
1041,Naz,46.5833,9.76667
1431,Novalles,46.8333,6.6
1260,Nyon,46.3833,6.25
1580,Oleyres,47.85,7.05
1413,Oppens,46.7167,6.7
1350,Orbe,46.7167,6.53333
1610,Oron-la-Ville,46.5667,6.8
1416,Pailly,46.7,6.68333
1142,Pampigny,46.5833,6.43333
1867,Panex,46.3,7.01667
1094,Paudex,46.5,6.66667
1530,Payerne,46.8167,6.93333
1059,Peney-le-Jorat,46.6167,6.73333
1305,Penthalaz,46.6167,6.53333
1166,Perroy,46.4667,6.36667
1197,Prangins,46.4,6.25
1008,Prilly,46.5333,6.58333
1428,Provence,46.8833,6.71667
1070,Puidoux,46.5,6.78333
1009,Pully,46.5167,6.65
1439,Rances,46.7667,6.53333
1180,Rolle,46.4667,6.33333
1323,Romainmôtier,46.7,6.46667
1032,Romanel-sur-Lausanne,46.5667,6.6
1088,Ropraz,46.6167,6.75
1658,Rossinière,46.4667,7.08333
1659,Rougemont,46.4833,7.21667
1463,Rovray,46.7833,6.76667
1414,Rueyres,46.65,6.95
1073,Savigny,46.55,6.73333
1554,Sédeilles,46.75,6.93333
1062,Sottens,46.65,6.73333
1433,Suchy,46.7167,6.6
1295,Tannay,46.35,6.83333
1410,Thierrens,46.7,6.75
1270,Trélex,46.4167,6.2
1552,Trey,46.7667,6.91667
1337,Vallorbe,46.7167,6.38333
1325,Vaulion,46.7,6.38333
1800,Vevey,46.45,6.85
1820,Veytaux,46.4167,6.93333
1584,Villars-le-Grand,46.9,7
1884,Villars-sur-Ollon,46.3,7.05
1184,Vinzel,46.45,6.25
1445,Vuiteboeuf,46.8,6.55
1115,Vullierens,46.5667,6.46667
1169,Yens,46.5167,6.41667
1401,Yverdon,46.7833,6.65
1462,Yvonand,46.8,6.75
1853,Yvorne,46.3333,6.96667
3951,Agarn,46.3,7.66667
3955,Albinen,46.35,7.63333
1994,Aproz,46.2,7.31667
1974,Arbaz,46.2833,7.38333
1957,Ardon,46.2,7.25
1986,Arolla,46.0333,7.48333
3995,Ausserbinn,46.3833,8.15
1966,Ayent,46.2833,7.41667
3961,Ayer,46.1833,7.6
3937,Baltschieder,46.3,7.86667
1996,Basse-Nendaz,46.1833,7.3
3914,Belalp,46.3667,7.96667
3997,Bellwald,46.4333,8.15
3991,Betten,46.3833,8.06667
1996,Beuson,46.1667,7.3
3996,Binn,46.3667,8.18333
3982,Bitsch,46.35,7.96667
3989,Blitzingen,46.45,8.18333
1897,Bouveret,46.3833,6.85
1932,Bovernier,46.0833,7.08333
1967,Bramois,46.2333,7.4
3957,Bratsch,46.3167,7.7
3900,Brig,46.3167,7.98333
3900,Brigerbad,46.3,7.93333
1934,Bruson,46.0667,7.21667
3935,Bürchen,46.2667,7.81667
3966,Chalais,46.2667,7.51667
1955,Chamoson,46.2,7.21667
1874,Champéry,46.1833,6.86667
1938,Champex,46.0333,7.11667
3961,Chandolin,46.25,7.58333
1906,Charrat,46.1167,7.13333
1927,Chemin,46.0833,7.1
3971,Chermignon,46.2667,7.45
3965,Chippis,46.2667,7.53333
1868,Collombey,46.2667,6.95
1903,Collonges,46.1667,7.03333
1964,Conthey,46.2333,7.3
3963,Crans-sur-Sierre,46.3,7.46667
1905,Dorénaz,46.15,7.05
3939,Eggerberg,46.3167,7.86667
3943,Eischoll,46.2833,7.78333
3909,Eisten,46.2,7.9
3926,Embd,46.2167,7.83333
1976,Erde,46.25,7.3
3995,Ernen,46.4,8.15
3957,Erschmatt,46.3167,7.68333
1982,Euseigne,46.1667,7.41667
1902,Evionnaz,46.0167,7.01667
1983,Evolène,46.1167,7.5
3931,Eyholz,46.2833,7.91667
3916,Ferden,46.3833,7.75
3956,Feschel,46.3,7.68333
3984,Fiesch,46.4,8.13333
1925,Finhaut,46.0833,6.96667
1948,Fionnay,46.0333,7.3
1926,Fully,46.1333,7.1
3945,Gampel,46.3167,7.73333
3900,Gamsen,46.3,7.95
3981,Geschinen,46.4833,8.28333
3902,Glis,46.3,7.96667
3901,Gondo,46.2,8.13333
3917,Goppenstein,46.3667,7.75
3983,Goppisberg,46.3833,8.05
3920,Gornergrat,45.9667,7.78333
3925,Grächen,46.1833,7.83333
3993,Grengiols,46.3667,8.08333
3961,Grimentz,46.1833,7.58333
1971,Grimisuat,46.25,7.38333
3979,Grône,46.25,7.45
3946,Gruben,46.2,7.7
3927,Herbriggen,46.15,7.8
1987,Hérémence,46.1833,7.4
3953,Inden,46.35,7.61667
1914,Isérables,46.15,7.25
3801,Jungfraujoch,46.55,7.98333
3917,Kippel,46.4,7.76667
3931,Lalden,46.3,7.9
3994,Lax,46.3833,8.11667
1978,Lens,46.2833,7.45
1984,Les Haudères,46.0833,7.51667
1923,Les Marécottes,46.1167,7
3953,Leuk Stadt,46.3167,7.63333
3954,Leukerbad,46.3833,7.63333
1912,Leytron,46.1833,7.2
1945,Liddes,46,7.18333
1948,Lourtier,46.05,7.26667
1920,Martigny,46.0833,7.08333
1921,Martigny-Croix,46.0833,7.1
1968,Mase,46.1833,7.43333
3972,Miège,46.3167,7.55
1870,Monthey,46.25,6.95
3983,Mörel,46.3667,8.03333
1875,Morgins,46.2333,6.85
3903,Mund,46.3167,7.93333
3904,Naters,46.3333,7.98333
1973,Nax,46.2333,7.43333
3945,Niedergampel,46.3167,7.71667
3942,Niedergesteln,46.3167,7.78333
3989,Niederwald,46.4333,8.18333
3948,Oberems,46.2833,7.7
3981,Obergesteln,46.5167,8.31667
3999,Oberwald,46.5333,8.33333
1937,Orsières,46.0333,7.15
1911,Ovronnaz,46.2,7.16667
1897,Port-Valais,46.3667,6.86667
1943,Praz-de-Fort,45.9833,7.13333
3928,Randa,46.1,7.8
3975,Randogne,46.3167,7.5
3942,Raron,46.3,7.8
1908,Riddes,46.1667,7.23333
3911,Ried-Brig,46.3167,8.01667
3987,Riederalp,46.3833,8.01667
3989,Ritzingen,46.45,8.23333
1913,Saillon,46.1667,7.18333
3970,Salgesch,46.3167,7.58333
1922,Salvan,46.1167,7.01667
1965,Savièse,46.25,7.35
1907,Saxon,46.15,7.18333
1933,Sembrancher,46.0833,7.15
3960,Sierre,46.3,7.53333
3907,Simplon Dorf,46.1833,8.05
1950,Sion,46.2333,7.35
1951,Sion,46.2333,7.35
3933,Staldenried,46.2167,7.88333
3995,Steinhaus,46.4167,8.16667
3952,Susten,46.309,7.64
3929,Täsch,46.0667,7.76667
3912,Termen,46.3333,8.01667
3923,Törbel,46.25,7.85
1929,Trient,46.05,7
1872,Troistorrents,46.2167,6.91667
3946,Turtmann,46.3,7.7
3988,Ulrichen,46.5,8.3
3953,Varen,46.3167,7.61667
1936,Verbier,46.1,7.21667
3967,Vercorin,46.25,7.51667
1961,Vernamiège,46.2167,7.43333
1904,Vernayaz,46.1333,7.06667
1963,Vétroz,46.2167,7.28333
1981,Vex,46.2,7.4
1993,Veysonnaz,46.2,7.33333
1895,Vionnaz,46.3,6.9
3930,Visp,46.1833,7.91667
3932,Visperterminen,46.25,7.9
3961,Vissoie,46.2167,7.58333
1896,Vouvry,46.3333,6.88333
3934,Zeneggen,46.2667,7.85
3920,Zermatt,46.0167,7.75
3961,Zinal,46.1333,7.63333
6340,Baar,47.2,8.51667
6341,Baar,47.2,8.51667
6342,Baar,47.2,8.51667
6343,Buonas,47.1333,8.45
6330,Cham,47.1833,8.46667
6331,Hünenberg,47.1667,8.41667
6313,Menzingen,47.1833,8.58333
6315,Morgarten,47.1,8.61667
6345,Neuheim,47.2,8.58333
6343,Risch,46.4167,7.33333
6343,Rotkreuz,47.15,8.43333
6340,Sihlbrugg,47.1833,8.58333
6312,Steinhausen,47.2,8.46667
6314,Unterägeri,47.1333,8.58333
6318,Walchwil,47.1,8.51667
6300,Zug,47.1667,8.51667
6301,Zug,47.1667,8.51667
6302,Zug,47.1667,8.51667
6303,Zug,47.1667,8.51667
6304,Zug,47.1667,8.51667
6300,Zugerberg,47.1333,8.53333
8134,Adliswil,47.3167,8.51667
8910,Affoltern am Albis,47.2833,8.45
8453,Alten,47.6,8.65
8450,Andelfingen,47.6,8.68333
8184,Bachenbülach,47.5,8.53333
8164,Bachs,47.5167,8.43333
8344,Bäretswil,47.3333,8.85
8303,Bassersdorf,47.45,8.61667
8494,Bauma,47.3667,8.86667
8906,Bonstetten,47.3167,8.46667
8311,Brütten,47.4667,8.66667
8306,Brüttisellen,47.4333,8.63333
8608,Bubikon,47.2667,8.8
8180,Bülach,47.5167,8.53333
8447,Dachsen,47.6667,8.63333
8157,Dielsdorf,47.4833,8.45
8953,Dietikon,47.4167,8.4
8305,Dietlikon,47.4333,8.61667
8474,Dinhard,47.55,8.76667
8600,Dübendorf,47.4,8.61667
8635,Dürnten,47.2667,8.85
8307,Effretikon,47.4333,8.68333
8193,Eglisau,47.5667,8.55
8353,Elgg,47.5,8.86667
8464,Ellikon am Rhein,47.6,8.61667
8548,Ellikon an der Thur,47.5667,8.81667
8424,Embrach,47.5,8.6
8117,Fällanden,47.3667,8.63333
8320,Fehraltorf,47.3833,8.75
8714,Feldbach,47.25,8.78333
8706,Feldmeilen,47.2833,8.61667
8245,Feuerthalen,47.6833,8.63333
8497,Fischenthal,47.3333,8.91667
8416,Flaach,47.5833,8.6
8247,Flurlingen,47.6833,8.63333
8152,Glattbrugg,47.4167,8.58333
8192,Glattfelden,47.55,8.5
8606,Greifensee,47.3333,8.66667
8627,Grüningen,47.2833,8.75
8444,Henggart,47.55,8.68333
8704,Herrliberg,47.2833,8.61667
8442,Hettlingen,47.55,8.7
8340,Hinwil,47.3,8.83333
8816,Hirzel,47.2167,8.6
8335,Hittnau,47.3667,8.83333
8634,Hombrechtikon,47.25,8.76667
8810,Horgen,47.2667,8.58333
8812,Horgen,47.2667,8.58333
8813,Horgen,47.2667,8.58333
8194,Hüntwangen,47.6,8.48333
8825,Hütten,46.7,9.3
8308,Illnau,47.4,8.71667
8926,Kappel am Albis,47.2333,8.51667
8310,Kemptthal,47.45,8.7
8302,Kloten,47.45,8.58333
8934,Knonau,47.2333,8.45
8483,Kollbrunn,47.45,8.78333
8314,Kyburg,47.45,8.75
8315,Lindau,47.45,8.66667
8708,Männedorf,47.25,8.68333
8460,Marthalen,47.6167,8.65
8933,Maschwanden,47.2333,8.41667
8124,Maur,47.3333,8.66667
8706,Meilen,47.2833,8.63333
8932,Mettmenstetten,47.25,8.46667
8617,Mönchaltorf,47.3167,8.71667
8606,Nänikon,47.3667,8.7
8413,Neftenbach,47.5333,8.66667
8166,Niederweningen,47.5167,8.36667
8212,Nohl,47.6667,8.6
8309,Nürensdorf,47.45,8.65
8425,Oberembrach,47.4833,8.61667
8102,Oberengstringen,47.4,8.45
8942,Oberrieden,47.2667,8.56667
8165,Oberweningen,47.5,8.4
8912,Obfelden,47.2667,8.41667
8618,Oetwil am See,47.2667,8.71667
8955,Oetwil an der Limmat,47.4333,8.4
8152,Opfikon,47.4333,8.58333
8475,Ossingen,47.6167,8.71667
8112,Otelfingen,47.4667,8.38333
8913,Ottenbach,47.2833,8.4
8422,Pfungen,47.5167,8.63333
8197,Rafz,47.6167,8.53333
8487,Rämismühle,47.45,8.8
8352,Räterschen,47.5,8.8
8158,Regensberg,47.4833,8.43333
8105,Regensdorf,47.4333,8.46667
8462,Rheinau,47.6333,8.6
8805,Richterswil,47.2167,8.7
8427,Rorbas,47.5333,8.58333
8153,Rümlang,47.45,8.53333
8803,Rüschlikon,47.3,8.55
8332,Russikon,47.3833,8.76667
8493,Saland,47.3833,8.85
8833,Samstagern,47.2,8.68333
8952,Schlieren,47.4,8.45
8472,Seuzach,47.5333,8.73333
8712,Stäfa,47.2333,8.71667
8143,Stallikon,47.3167,8.48333
8499,Sternenberg,47.3833,8.91667
8632,Tann,47.2667,8.85
8800,Thalwil,47.2833,8.56667
8466,Trüllikon,47.6333,8.68333
8488,Turbenthal,47.4333,8.85
8713,Uerikon,47.2333,8.75
8707,Uetikon am See,47.2667,8.66667
8143,Uetliberg,47.35,8.48333
8248,Uhwiesen,47.6667,8.63333
8103,Unterengstringen,47.4167,8.43333
8902,Urdorf,47.3833,8.41667
8610,Uster,47.3333,8.7
8604,Volketswil,47.3833,8.7
8820,Wädenswil,47.2333,8.66667
8304,Wallisellen,47.4167,8.58333
8195,Wasterkingen,47.5833,8.48333
8484,Weisslingen,47.4333,8.75
8342,Wernetshausen,47.3,8.86667
8542,Wiesendangen,47.5167,8.78333
8492,Wila,47.4167,8.83333
8489,Wildberg,47.4167,8.8
8175,Windlach,47.5333,8.46667
8185,Winkel,47.0167,8.31667
8400,Winterthur,47.5,8.75
8401,Winterthur,47.5,8.75
8402,Winterthur,47.5,8.75
8404,Winterthur,47.5,8.75
8405,Winterthur,47.5,8.75
8406,Winterthur,47.5,8.75
8407,Winterthur,47.5,8.75
8408,Winterthur,47.5,8.75
8409,Winterthur,47.5,8.75
8410,Winterthur,47.5,8.75
8411,Winterthur,47.5,8.75
8702,Zollikon,47.3333,8.58333
8126,Zumikon,47.3333,8.61667
8000,Zürich,47.3667,8.55
8001,Zürich,47.3667,8.55
8002,Zürich,47.3667,8.55
8003,Zürich,47.3667,8.55
8004,Zürich,47.3667,8.55
8005,Zürich,47.3667,8.55
8006,Zürich,47.3667,8.55
8008,Zürich,47.3667,8.55
8020,Zürich,47.3667,8.55
8021,Zürich,47.3667,8.55
8022,Zürich,47.3667,8.55
8023,Zürich,47.3667,8.55
8024,Zürich,47.3667,8.55
8025,Zürich,47.3667,8.55
8026,Zürich,47.3667,8.55
8027,Zürich,47.3667,8.55
8028,Zürich,47.3667,8.55
8029,Zürich,47.3667,8.55
8030,Zürich,47.3667,8.55
8031,Zürich,47.3667,8.55
8032,Zürich,47.3667,8.55
8033,Zürich,47.3667,8.55
8034,Zürich,47.3667,8.55
8035,Zürich,47.3667,8.55
8036,Zürich,47.3667,8.55
8037,Zürich,47.3667,8.55
8038,Zürich,47.3667,8.55
8039,Zürich,47.3667,8.55
8040,Zürich,47.3667,8.55
8041,Zürich,47.3667,8.55
8042,Zürich,47.3667,8.55
8043,Zürich,47.3667,8.55
8044,Zürich,47.3667,8.55
8045,Zürich,47.3667,8.55
8046,Zürich,47.3667,8.55
8047,Zürich,47.3667,8.55
8048,Zürich,47.3667,8.55
8049,Zürich,47.3667,8.55
8050,Zürich,47.3667,8.55
8051,Zürich,47.3667,8.55
8052,Zürich,47.3667,8.55
8053,Zürich,47.3667,8.55
8055,Zürich,47.3667,8.55
8056,Zürich,47.3667,8.55
8057,Zürich,47.3667,8.55
8060,Zürich,47.3667,8.55
8061,Zürich,47.3667,8.55
8063,Zürich,47.3667,8.55
8064,Zürich,47.3667,8.55
8065,Zürich,47.3667,8.55
8066,Zürich,47.3667,8.55
8079,Zürich,47.3667,8.55
8087,Zürich,47.3667,8.55
8091,Zürich,47.3667,8.55
4125,Riehen,47.5806,7.46919
